KOD;NAIM;NAIM_FULL;ADDRESS;COMMENT;
2201;Межрайонная ИФНС России № 10 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 10 по Алтайскому краю;,658130,Алтайский край,,Алейск г,,В.Олешко ул,57,,;"Код ОКПО: 75997531. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2202;Межрайонная ИФНС России по крупнейшим налогоплательщикам Алтайского края;Межрайонная инспекция Федеральной налоговой службы по крупнейшим налогоплательщикам Алтайского края;,656056,,,Барнаул г,,Горького ул,36,,;"Код ОКПО: 29733858. Прием налогоплательщиков: пн-чт 8.00-17.00; пт 8.00-16.00; выходные сб, вс"
2203;ТОРМ в г. Белокуриха Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в г. Белокуриха Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659900,Алтайский край,,Белокуриха г,,Рябиновая ул,26,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2204;Межрайонная ИФНС России №1 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы №1 по Алтайскому краю;,659305,Алтайский край,,Бийск г,,Мартьянова пер,59/1,,;"Код ОКПО: 75999317. Прием налогоплательщиков (осуществляется по адресу Бийск г., Гилева ул.,5): пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45. 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2205;ТОРМ в г.Заринск Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в г.Заринск Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659100,Алтайский край,,Заринск г,,Строителей ул,20/1,,;"Режим работы: пн, ср 8.00-17.00, вт, чт 8.00-19.00, пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2206;ТОРМ в Змеиногорском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Змеиногорском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658460,Алтайский край,,Змеиногорск г,,Щорса ул,2,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2207;Межрайонная ИФНС России № 6 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 6 по Алтайскому краю;,658710,Алтайский край,,Камень-на-Оби г,,Красноармейская ул,50,,;"Код ОКПО: 75999292. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2208;Межрайонная ИФНС России № 4 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 4 по Алтайскому краю;,658087,Алтайский край,,Новоалтайск г,,22 Партсъезда ул,12,,;"Код ОКПО: 75997560. Прием налогоплательщиков (осуществляется по адресу Новоалтайск г., Анатолия ул.,7): пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2209;Межрайонная ИФНС России № 12 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 12 по Алтайскому краю;,658204,Алтайский край,,Рубцовск г,,Октябрьская ул,64,,;"Код ОКПО: 75999331. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2210;Межрайонная ИФНС России № 9 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 9 по Алтайскому краю;,658820,Алтайский край,,Славгород г,,Крупской ул,185,,;"Код ОКПО: 75999277. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2211;ТОРМ в г.Яровое Межрайонной ИФНС России № 9 по Алтайскому краю;Территориально обособленное рабочее место в г.Яровое Межрайонной инспекции Федеральной налоговой службы России № 9 по Алтайскому краю;,658849,Алтайский край,,Яровое г,,Гагарина ул,2,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2221;Межрайонная ИФНС России № 15 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы России № 15 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;Упразднена
2222;Межрайонная ИФНС России № 14 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы России № 14 по Алтайскому краю;,656049,,,Барнаул г,,Социалистический пр,47,,;Упразднена
2223;Межрайонная ИФНС России № 14 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 14 по Алтайскому краю;,656068,,,Барнаул г,,Социалистический пр,47,,;"Код ОКПО: 29734823. Прием налогоплательщиков: пн-чт 8.00-17.00; пт 8.00-15.45. Для физических лиц дополнительно прием вт, чт до 19.00; 1-я и 3-я субботы месяца 10.00-15.00. Выходной вс"
2224;ИФНС России по Октябрьскому району г. Барнаула;Инспекция Федеральной налоговой службы по Октябрьскому району г. Барнаула;,656002,,,Барнаул г,,Профинтерна ул,48,а,;"Код ОКПО: 35012726. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2225;Межрайонная ИФНС России № 15 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 15 по Алтайскому краю;,656068,,,Барнаул г,,Социалистический пр,47,,;"Код ОКПО: 32230761. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45. Для физических лиц дополнительно 1-я и 3-я субботы месяца 10.00-15.00. Выходной вс"
2231;Алейский район;Алейский район Алтайского края;,658100,Алтайский край,,Алейск г,,Олешко ул,57,,;Упразднена
2232;ТОРМ в Алтайском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Алтайском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659630,Алтайский край,Алтайский р-н,,Алтайский п,Советская ул,150,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2233;ТОРМ в Баевском районе Межрайонной ИФНС России № 6 по Алтайскому краю;Территориально обособленное рабочее место в Баевском районе Межрайонной инспекции Федеральной налоговой службы России № 6 по Алтайскому краю;,658630,Алтайский край,,,Баево с,Ленина ул,78,,;"Режим работы: пн-пт 9.00-17.00; выходные сб, вс"
2234;Межрайонная ИФНС России №1 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы №1 по Алтайскому краю;,659305,Алтайский край,,Бийск г,,Мартьянова пер,59/1,,;Упразднена
2235;Межрайонная ИФНС России № 8 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 8 по Алтайскому краю;,658670,Алтайский край,Благовещенский р-н,,Благовещенка пгт,Кирова ул,68,,;"Код ОКПО: 75998542. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2236;ТОРМ в Бурлинском районе Межрайонной ИФНС России № 9 по Алтайскому краю;Территориально обособленное рабочее место в Бурлинском районе Межрайонной инспекции Федеральной налоговой службы России № 9 по Алтайскому краю;,658810,Алтайский край,,,Бурла с,Ленина ул,9,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2237;ТОРМ в Быстроистокском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Быстроистокском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659650,Алтайский край,Быстроистокский р-н,,Быстрый Исток с,Советская ул,3,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2238;ТОРМ в Волчихинском районе Межрайонной ИФНС России № 8 по Алтайскому краю;Территориально обособленное рабочее место в Волчихинском районе Межрайонной инспекции Федеральной налоговой службы России № 8 по Алтайскому краю;,658940,Алтайский край,Волчихинский р-н,,Волчиха с,Ленина ул,89а,,;"Режим работы: пн-чт 9.00-17.00, пт 9.00-16.00; выходные сб, вс"
2239;ТОРМ в Егорьевском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Егорьевском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658260,Алтайский край,Егорьевский р-н,,Новоегорьевское с,Машинцева ул,9,,;"Режим работы: пн-чт 8.00-16.30, пт 8.00-15.00; выходные сб, вс"
2240;ТОРМ в Ельцовском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Ельцовском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659460,Алтайский край,,,Ельцовка с,Рыжакова ул,22,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2241;ТОРМ в Завьяловском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Завьяловском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,658620,Алтайский край,Завьяловский р-н,,Завьялово с,Советская ул,135,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-16.00; выходные сб, вс"
2242;ТОРМ в Залесовском районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Залесовском районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659220,Алтайский край,Залесовский р-н,,Залесово с,Комсомольская ул,6,,;"Режим работы: пн-чт с 8.00-16.00, пт 8.00-15.45; выходные сб, вс"
2244;Заринский район Межрайонная ИФНС России № 4 по Алтайскому краю;Заринский район Межрайонная инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659200,Алтайский край,,Заринск г,,Ленина ул,27,,;Упразднена
2245;ТОРМ в Зональном районе Алтайского края Межрайонная ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Зональном районе Алтайского края Межрайонная инспекция Федеральной налоговой службы России №1 по Алтайскому краю;,659400,Алтайский край,,Зональное с,,Торговая ул,7,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2246;ТОРМ в Калманском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Калманском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,659030,Алтайский край,Калманский р-н,,Калманка с,Чаузова ул,31,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2247;Каменский район;Каменский район Алтайского края;,658710,Алтайский край,,Камень-на-Оби г,,Пушкина ул,7,,;Упразднена
2248;ТОРМ в Ключевском районе Межрайонной ИФНС России № 8 по Алтайскому краю;Территориально обособленное рабочее место в Ключевском районе Межрайонной инспекции Федеральной налоговой службы России № 8 по Алтайскому краю;,658910,Алтайский край,Ключевский р-н,,Ключи с,Центральная ул,33,,;"Режим работы: пн-чт 9.00-17.00, пт 9.00-16.00; выходные сб, вс"
2249;ТОРМ в Косихинском районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Косихинском районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659820,Алтайский край,,,Косиха с,Комсомольская ул,14,,;Режим работы: еженедельно пн 9.00-16.00, пт 9.00-15.00
2250;ТОРМ в Красногорском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Красногорском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659500,Алтайский край,Красногорский р-н,,Красногорское с,Советская ул,95а,,;"Режим работы: пн-чт 9.00-17.30, пт с 9.00-16.45; выходные сб, вс"
2251;ТОРМ в Краснощековском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Краснощековском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658340,Алтайский край,Краснощековский р-н,,Краснощеково с,Ленина ул,139,,;"Режим работы: пн-чт 8.00-16.30, пт 8.00-15.00; выходные сб, вс"
2252;ТОРМ в Крутихинском районе Межрайонной ИФНС России № 6 по Алтайскому краю;Территориально обособленное рабочее место в Крутихинском районе Межрайонной инспекции Федеральной налоговой службы России № 6 по Алтайскому краю;,658744,Алтайский край,Крутихинский р-н,,Крутиха с,Ленинградская ул,15,,;Режим работы: еженедельно вт 9.00-14.00
2253;ТОРМ в Кулундинском районе Межрайонной ИФНС России № 9 по Алтайскому краю;Территориально обособленное рабочее место в Кулундинском районе Межрайонной инспекции Федеральной налоговой службы России № 9 по Алтайскому краю;,658900,Алтайский край,Кулундинский р-н,,Кулунда с,Первомайская ул,25а,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2254;ТОРМ в Курьинском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Курьинском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658320,Алтайский край,Курьинский р-н,,Курья с,Советская ул,44,,;"Режим работы: пн-чт 8.00-16.30, пт с 8.00-15.00; выходные сб, вс"
2255;ТОРМ в Кытмановском районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Кытмановском районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659240,Алтайский край,,,Кытманово с,Советская ул,42,,;"Режим работы: пн-чт 9.00-17.00, пт 9.00-16.45; выходные сб, вс"
2256;ТОРМ в г. Горняк Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в г. Горняк Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658420,Алтайский край,Локтевский р-н,Горняк г,,Кирова ул,91,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2257;ТОРМ в Мамонтовском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Мамонтовском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,658560,Алтайский край,,,Мамонтово с,Захарова ул,6,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-16.00; выходные сб, вс"
2258;ТОРМ в Михайловском районе Межрайонной ИФНС России № 8 по Алтайскому краю;Территориально обособленное рабочее место в Михайловском районе Межрайонной инспекции Федеральной налоговой службы России № 8 по Алтайскому краю;,658930,Алтайский край,,,Михайловское с,Калинина ул,2а,,;"Режим работы: пн-чт 9.00-17.00, пт 9.00-16.00; выходные сб, вс"
2259;ТОРМ в Немецком национальном районе Межрайонной ИФНС России № 9 по Алтайскому краю;Территориально обособленное рабочее место в Немецком национальном районе Межрайонной инспекции Федеральной налоговой службы России № 9 по Алтайскому краю;,658853,Алтайский край,,,Гальбштадт с,Первомайская ул,39,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2260;ТОРМ в Новичихинском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Новичихинском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658310,Алтайский край,Новичихинский р-н,,Новичиха с,Первомайская ул,66,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2261;Межрайонная ИФНС России № 7 по Алтайскому краю;Межрайонная инспекция Федеральной налоговой службы № 7 по Алтайскому краю;,659000,Алтайский край,,,Павловск с,Пионерская ул,4,,;"Код ОКПО: 55995139. Прием налогоплательщиков: пн, ср 8.00-17.00; вт, чт 8.00-19.00; пт 8.00-15.45; 1-я и 3-я субботы месяца 10.00-15.00; выходной вс"
2262;ТОРМ в Панкрушихинском районе Межрайонной ИФНС России № 6 по Алтайскому краю;Территориально обособленное рабочее место в Панкрушихинском районе Межрайонной инспекции Федеральной налоговой службы России № 6 по Алтайскому краю;,658760,Алтайский край,Панкрушихинский р-н,,Панкрушиха с,Ленина ул,8,,;Режим работы: еженедельно ср 10.00-15.00
2263;Первомайский район Межрайонной ИФНС России № 4 по Алтайскому краю;Первомайский район Алтайского края Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,658080,Алтайский край,Новоалтайск г,,Анатолия ул,7,,;Упразднена
2264;ТОРМ в Петропавловском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Петропавловском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659660,Алтайский край,Петропавловский р-н,,Петропавловское с,Ленина ул,36,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2265;ТОРМ в Поспелихинском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Поспелихинском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658300,Алтайский край,Поспелихинский р-н,,Поспелиха с,Советская ул,89,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2266;ТОРМ в Ребрихинском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Ребрихинском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,658540,Алтайский край,Ребрихинский р-н,,Ребриха с,Ленина ул,136,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-16.00; выходные сб, вс"
2267;ТОРМ в Родинском районе Межрайонной ИФНС России № 8 по Алтайскому краю;Территориально обособленное рабочее место в Родинском районе Межрайонной инспекции Федеральной налоговой службы России № 8 по Алтайскому краю;,658680,Алтайский край,Родинский р-н,,Родино с,Ленина ул,199,,;"Режим работы: пн-чт 9.00-17.00, пт 9.00-16.00; выходные сб, вс"
2268;ТОРМ в Романовском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Романовском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,658640,Алтайский край,Романовский р-н,,Романово с,Крупской ул,4,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-16.00; выходные сб, вс"
2269;Рубцовский район;Рубцовский район Алтайского края;,658200,Алтайский край,,Рубцовск г,,Карла Маркса ул,167,,;Упразднена
2270;Славгородский район;Славгородский район Алтайского края;,658840,Алтайский край,,Славгород г,,Ленина ул,200,,;Упразднена
2271;ТОРМ в Смоленском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Смоленском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659600,Алтайский край,,,Смоленское с,Соболева ул,19,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2272;ТОРМ в Советском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Советском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659620,Алтайский край,Советский р-н,,Советское с,Ленина ул,91,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2273;ТОРМ в Солонешенском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Солонешенском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659690,Алтайский край,,,Солонешное с,Красноармейская ул,19,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2274;ТОРМ в Солтонском районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Солтонском районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659520,Алтайский край,Солтонский р-н,,Солтон с,Ленина ул,32,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2275;ТОРМ в Суетском районе Межрайонной ИФНС России № 8 по Алтайскому краю;Территориально обособленное рабочее место в Суетском районе Межрайонной инспекции Федеральной налоговой службы России № 8 по Алтайскому краю;,658677,Алтайский край,,,Верх-Суетка с,Ленина ул,83,,;Режим работы: еженедельно вт 10.00-15.00
2276;ТОРМ в Табунском районе Межрайонной ИФНС России № 9 по Алтайскому краю;Территориально обособленное рабочее место в Табунском районе Межрайонной инспекции Федеральной налоговой службы России № 9 по Алтайскому краю;,658860,Алтайский край,Табунский р-н,,Табуны с,Советская ул,22,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2277;ТОРМ в Тальменском районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Тальменском районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,658030,Алтайский край,Тальменский р-н,,Тальменка пгт,Вокзальная ул,14,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2278;ТОРМ в Тогульском районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Тогульском районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659450,Алтайский край,Тогульский р-н,,Тогул с,Октябрьская ул,3,,;"Режим работы: пн-чт 9.00-18.00; пт 9.00-16.45; выходные сб, вс"
2279;ТОРМ в Топчихинском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Топчихинском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658070,Алтайский край,,,Топчиха с,Гагарина ул,1,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2280;ТОРМ в Третьяковском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Третьяковском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658450,Алтайский край,Третьяковский р-н,,Староалейское с,Калашникова ул,34,,;"Режим работы: пн-чт 8.00-16.30, пт 8.00-15.00; выходные сб, вс"
2281;ТОРМ в Троицком районе Межрайонной ИФНС России № 4 по Алтайскому краю;Территориально обособленное рабочее место в Троицком районе Межрайонной инспекции Федеральной налоговой службы России № 4 по Алтайскому краю;,659840,Алтайский край,,,Троицкое п,Промышленная ул,10,,;"Режим работы: пн-чт 8.00-16.00, пт 8.00-15.45; выходные сб, вс"
2282;ТОРМ в Тюменцевском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Тюменцевском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,658580,Алтайский край,Тюменцевский р-н,,Тюменцево с,Ленина ул,7а,,;Режим работы: еженедельно вт 9.30-16.00, чт 9.30-16.00
2283;ТОРМ в Угловском районе Межрайонной ИФНС России № 12 по Алтайскому краю;Территориально обособленное рабочее место в Угловском районе Межрайонной инспекции Федеральной налоговой службы России № 12 по Алтайскому краю;,658270,Алтайский край,Угловский р-н,,Угловское с,Калинина ул,9,,;"Режим работы: пн-чт 8.00-17.00, пт 8.00-15.45; выходные сб, вс"
2284;ТОРМ в Усть-Калманском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Усть-Калманском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658150,Алтайский край,Усть-Калманский р-н,,Усть-Калманка с,Горького ул,55,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2285;ТОРМ в Усть-Пристанском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Усть-Пристанском район Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658130,Алтайский край,,,Усть-Чарышская Пристань с,Левачева ул,12,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2286;ТОРМ в Хабарском районе Межрайонной ИФНС России № 6 по Алтайскому краю;Территориально обособленное рабочее место в Хабарском районе Межрайонной инспекции Федеральной налоговой службы России № 6 по Алтайскому краю;,658780,Алтайский край,Хабарский р-н,,Хабары с,Ленина ул,40,,;"Режим работы: пн-пт 9.00-17.00; выходные сб, вс"
2287;ТОРМ в Целинном районе Межрайонной ИФНС России №1 по Алтайскому краю;Территориально обособленное рабочее место в Целинном районе Межрайонной инспекции Федеральной налоговой службы России №1 по Алтайскому краю;,659430,Алтайский край,Целинный р-н,,Целинное с,Ленина ул,17,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.45; выходные сб, вс"
2288;ТОРМ в Чарышском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Чарышском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658170,Алтайский край,Чарышский р-н,,Чарышское с,Центральная ул,39,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2289;ТОРМ в Шипуновском районе Межрайонной ИФНС России № 10 по Алтайскому краю;Территориально обособленное рабочее место в Шипуновском районе Межрайонной инспекции Федеральной налоговой службы России № 10 по Алтайскому краю;,658390,Алтайский край,,,Шипуново п,Луначарского ул,80,,;"Режим работы: пн-чт 9.00-17.30, пт 9.00-16.00; выходные сб, вс"
2290;ТОРМ в Шелаболихинском районе Межрайонной ИФНС России № 7 по Алтайскому краю;Территориально обособленное рабочее место в Шелаболихинском районе Межрайонной инспекции Федеральной налоговой службы России № 7 по Алтайскому краю;,659021,Алтайский край,,,Шелаболиха с,Солнечная ул,11б,,;Режим работы: еженедельно вт 8.00-16:00, чт 8.00-16.00
2291;п.Сибирский Межрайонная ИФНС России № 4 по Алтайскому краю;п.Сибирский Алтайского края Межрайонная инспекция Федеральной налоговой службы № 4 по Алтайскому краю;,658087,Алтайский край,,Новоалтайск г,,22 Партсъезда ул,12,,;Упразднена
2300;УФНС России по Краснодарскому краю;Управление Федеральной налоговой службы по Краснодарскому краю;,350000,,,Краснодар г,,Гоголя ул,90,,;Код ОКПО:21046986
2301;ИФНС России по городу-курорту Анапа Краснодарского края;Инспекция Федеральной налоговой службы по городу-курорту Анапа Краснодарского края;,353440,Краснодарский край,,Анапа г,,Шевченко ул,1,,;Код ОКПО:21046992
2304;ИФНС России по городу-курорту Геленджику Краснодарского края;Инспекция Федеральной налоговой службы по городу-курорту Геленджику Краснодарского края;,353460,Краснодарский край,,Геленджик г,,Островского ул,3,,;Код ОКПО:21047023
2305;ТОРМ Межрайонной ИФНС России № 9 по Краснодарскому краю в г.Горячий Ключ Краснодарского края;Территориально обособленные рабочие места Межрайонной инспекции Федеральной налоговой службы № 9 по Краснодарскому краю в г.Горячий Ключ Краснодарского края;,353290,Краснодарский край,,Горячий Ключ г,,Ленина ул,191а,,;Дни и часы приема: Понедельник, среда с 9-00 до 18-00, вторник, четверг с 8-00 до 19-00, пятница с 9-00 до 16-45, первая и третья суббота месяца с 10-00 до 15-00
2306;Террит.уч. 2306 по г.Ейску МРИ МНС России №2 по Краснодарскому краю;Территориальный участок 2306 по г.Ейску Межрайонной инспекции Министерства Российской Федерации по налогам и сборам №2 по Краснодарскому краю;,353660,Краснодарский край,,Ейск г,,Советов ул,105,,;
