number,year,kode,region,municipalities,total,urban,rural
21406,2016,3663841200,Самарская область,Сельское поселение Кандабулак,1107,0,1107
21407,2016,3663841600,Самарская область,Сельское поселение Кармало-Аделяково,1153,0,1153
21408,2016,3663842000,Самарская область,Сельское поселение КрасноСельское,899,0,899
21409,2016,3663842400,Самарская область,Сельское поселение Кутузовский,1175,0,1175
21410,2016,3663842600,Самарская область,Сельское поселение Липовка,689,0,689
21411,2016,3663843000,Самарская область,Сельское поселение Светлодольск,1759,0,1759
21412,2016,3663843200,Самарская область,Сельское поселение Сергиевск,9165,0,9165
21413,2016,3663843500,Самарская область,Сельское поселение Серноводск,3426,0,3426
21414,2016,3663843800,Самарская область,Сельское поселение Сургут,4587,0,4587
21415,2016,3663844400,Самарская область,Сельское поселение Черновка,1346,0,1346
21416,2016,3664000000,Самарская область,Муниципальный район Ставропольский,69424,0,69424
21417,2016,3664040300,Самарская область,Сельское поселение Александровка,2247,0,2247
21418,2016,3664040600,Самарская область,Сельское поселение Бахилово,1201,0,1201
21419,2016,3664040900,Самарская область,Сельское поселение Большая Рязань,1199,0,1199
21420,2016,3664041200,Самарская область,Сельское поселение Васильевка,4811,0,4811
21421,2016,3664041400,Самарская область,Сельское поселение Верхние Белозерки,2443,0,2443
21422,2016,3664041500,Самарская область,Сельское поселение Верхнее Санчелеево,2300,0,2300
21423,2016,3664041800,Самарская область,Сельское поселение Выселки,3300,0,3300
21424,2016,3664042100,Самарская область,Сельское поселение Жигули,2402,0,2402
21425,2016,3664042300,Самарская область,Сельское поселение Кирилловка,615,0,615
21426,2016,3664042400,Самарская область,Сельское поселение Луначарский,2546,0,2546
21427,2016,3664042700,Самарская область,Сельское поселение Мусорка,2487,0,2487
21428,2016,3664043000,Самарская область,Сельское поселение Нижнее Санчелеево,2300,0,2300
21429,2016,3664043300,Самарская область,Сельское поселение Новая Бинарадка,914,0,914
21430,2016,3664043600,Самарская область,Сельское поселение Пискалы,1974,0,1974
21431,2016,3664043900,Самарская область,Сельское поселение Осиновка,453,0,453
21432,2016,3664044000,Самарская область,Сельское поселение Подстепки,9186,0,9186
21433,2016,3664044200,Самарская область,Сельское поселение Приморский,2180,0,2180
21434,2016,3664044500,Самарская область,Сельское поселение Тимофеевка,8194,0,8194
21435,2016,3664044800,Самарская область,Сельское поселение Севрюкаево,732,0,732
21436,2016,3664045100,Самарская область,Сельское поселение Сосновый Солонец,2124,0,2124
21437,2016,3664045400,Самарская область,Сельское поселение Ташелка,2707,0,2707
21438,2016,3664045700,Самарская область,Сельское поселение Узюково,2901,0,2901
21439,2016,3664046000,Самарская область,Сельское поселение Хрящевка,3544,0,3544
21440,2016,3664046300,Самарская область,Сельское поселение Ягодное,6664,0,6664
21441,2016,3664200000,Самарская область,Муниципальный район Сызранский,25255,5603,19652
21442,2016,3664215400,Самарская область,Городское поселение Балашейка,2832,2832,0
21443,2016,366421540511000,Самарская область,пгт. Балашейка,2832,2832,0
21444,2016,3664215600,Самарская область,Городское поселение Междуреченск,3007,2771,236
21445,2016,366421560511000,Самарская область,пгт. Междуреченск,2771,2771,0
21446,2016,3664240600,Самарская область,Сельское поселение Варламово,3795,0,3795
21447,2016,3664240800,Самарская область,Сельское поселение Волжское,1254,0,1254
21448,2016,3664241200,Самарская область,Сельское поселение Жемковка,1143,0,1143
21449,2016,3664241600,Самарская область,Сельское поселение Заборовка,1416,0,1416
21450,2016,3664241800,Самарская область,Сельское поселение Ивашевка,1310,0,1310
21451,2016,3664242400,Самарская область,Сельское поселение Новая Рачейка,946,0,946
21452,2016,3664242600,Самарская область,Сельское поселение Новозаборовский,1075,0,1075
21453,2016,3664242800,Самарская область,Сельское поселение Печерское,805,0,805
21454,2016,3664243100,Самарская область,Сельское поселение Рамено,1457,0,1457
21455,2016,3664243600,Самарская область,Сельское поселение Старая Рачейка,2155,0,2155
21456,2016,3664244000,Самарская область,Сельское поселение Троицкое,957,0,957
21457,2016,3664244400,Самарская область,Сельское поселение Усинское,2477,0,2477
21458,2016,3664244900,Самарская область,Сельское поселение Чекалино,626,0,626
21459,2016,3664400000,Самарская область,Муниципальный район Хворостянский,15972,0,15972
21460,2016,3664440200,Самарская область,Сельское поселение Абашево,744,0,744
21461,2016,3664440300,Самарская область,Сельское поселение Владимировка,892,0,892
21462,2016,3664440600,Самарская область,Сельское поселение Липовка,449,0,449
21463,2016,3664440800,Самарская область,Сельское поселение Масленниково,1972,0,1972
21464,2016,3664441600,Самарская область,Сельское поселение Новокуровка,2222,0,2222
21465,2016,3664442000,Самарская область,Сельское поселение Новотулка,1048,0,1048
21466,2016,3664442100,Самарская область,Сельское поселение Прогресс,1401,0,1401
21467,2016,3664442200,Самарская область,Сельское поселение Романовка,810,0,810
21468,2016,3664442300,Самарская область,Сельское поселение Студенцы,757,0,757
21469,2016,3664442400,Самарская область,Сельское поселение Хворостянка,5321,0,5321
21470,2016,3664442500,Самарская область,Сельское поселение Соловьево,356,0,356
21471,2016,3664600000,Самарская область,Муниципальный район Челно-Вершинский,15370,0,15370
21472,2016,3664640400,Самарская область,Сельское поселение Девлезеркино,918,0,918
21473,2016,3664640800,Самарская область,Сельское поселение Красный Строитель,1372,0,1372
21474,2016,3664641200,Самарская область,Сельское поселение Каменный Брод,999,0,999
21475,2016,3664641600,Самарская область,Сельское поселение Краснояриха,1186,0,1186
21476,2016,3664641900,Самарская область,Сельское поселение Новое Аделяково,722,0,722
21477,2016,3664642000,Самарская область,Сельское поселение Озерки,1032,0,1032
21478,2016,3664642400,Самарская область,Сельское поселение Сиделькино,839,0,839
21479,2016,3664642800,Самарская область,Сельское поселение Токмакла,515,0,515
21480,2016,3664643200,Самарская область,Сельское поселение Челно-Вершины,6091,0,6091
21481,2016,3664644000,Самарская область,Сельское поселение Чувашское Урметьево,463,0,463
21482,2016,3664644400,Самарская область,Сельское поселение Эштебенькино,1233,0,1233
21483,2016,3664800000,Самарская область,Муниципальный район Шенталинский,15805,0,15805
21484,2016,3664840400,Самарская область,Сельское поселение Артюшкино,719,0,719
21485,2016,3664840800,Самарская область,Сельское поселение Денискино,1004,0,1004
21486,2016,3664841200,Самарская область,Сельское поселение Каменка,1282,0,1282
21487,2016,3664841400,Самарская область,Сельское поселение Канаш,972,0,972
21488,2016,3664842400,Самарская область,Сельское поселение Салейкино,1205,0,1205
21489,2016,3664843200,Самарская область,Сельское поселение Васильевка,744,0,744
21490,2016,3664844000,Самарская область,Сельское поселение Старая Шентала,947,0,947
21491,2016,3664844400,Самарская область,Сельское поселение Туарма,1159,0,1159
21492,2016,3664844600,Самарская область,Сельское поселение Четырла,905,0,905
21493,2016,3664844800,Самарская область,Сельское поселение Шентала,6868,0,6868
21494,2016,3665000000,Самарская область,Муниципальный район Шигонский,20026,0,20026
21495,2016,3665040600,Самарская область,Сельское поселение Бичевная,1248,0,1248
21496,2016,3665040700,Самарская область,Сельское поселение Волжский Утес,2144,0,2144
21497,2016,3665041000,Самарская область,Сельское поселение Малячкино,1245,0,1245
21498,2016,3665041100,Самарская область,Сельское поселение Муранка,1305,0,1305
21499,2016,3665041200,Самарская область,Сельское поселение Новодевичье,1472,0,1472
21500,2016,3665041600,Самарская область,Сельское поселение Береговой,1023,0,1023
21501,2016,3665042000,Самарская область,Сельское поселение Пионерский,1347,0,1347
21502,2016,3665042400,Самарская область,Сельское поселение Подвалье,809,0,809
21503,2016,3665043200,Самарская область,Сельское поселение Суринск,1772,0,1772
21504,2016,3665043600,Самарская область,Сельское поселение Тайдаково,739,0,739
21505,2016,3665044000,Самарская область,Сельское поселение Усолье,2028,0,2028
21506,2016,3665044400,Самарская область,Сельское поселение Шигоны,4894,0,4894
21507,2016,6300000000,Саратовская область,Муниципальные образования Саратовской области,2487529,1874042,613487
21508,2016,6370100000,Саратовская область,Городской округ город Саратов,843460,843460,0
21509,2016,637010000011001,Саратовская область,г. Саратов,843460,843460,0
21510,2016,,Саратовская область,в том числе внутригородские районы:,,,
21511,2016,637013640011000,Саратовская область,Волжский район,70454,70454,0
21512,2016,637013680011000,Саратовская область,Заводской район,193042,193042,0
21513,2016,637013720011000,Саратовская область,Кировский район,132227,132227,0
21514,2016,637013760011000,Саратовская область,Ленинский район,274668,274668,0
21515,2016,637013800011000,Саратовская область,Октябрьский район,123899,123899,0
21516,2016,637013860011000,Саратовская область,Фрунзенский район,49170,49170,0
21517,2016,6374600000,Саратовская область,Городской округ город Шиханы (ЗАТО),5738,5738,0
21518,2016,637460000011000,Саратовская область,г. Шиханы,5738,5738,0
21519,2016,6377500000,Саратовская область,Городской округ поселок Светлый (ЗАТО),12540,12540,0
21520,2016,637750000511000,Саратовская область,пгт. Светлый,12540,12540,0
21521,2016,6376000000,Саратовская область,Городской округ поселок Михайловский (ЗАТО),2584,0,2584
21522,2016,637600001012000,Саратовская область,поселок Михайловский,2584,0,2584
21523,2016,6360200000,Саратовская область,Александрово-Гайский муниципальный район,15860,0,15860
21524,2016,6360240100,Саратовская область,Александровогайское сельское поселение,9852,0,9852
21525,2016,6360240500,Саратовская область,Варфоломеевское сельское поселение,999,0,999
21526,2016,6360241000,Саратовская область,Искровское сельское поселение,1041,0,1041
21527,2016,6360241200,Саратовская область,Камышковское сельское поселение,1029,0,1029
21528,2016,6360241500,Саратовская область,Новоалександровское сельское поселение,1369,0,1369
21529,2016,6360242000,Саратовская область,Новостепновское сельское поселение,585,0,585
21530,2016,6360242700,Саратовская область,Приузенское сельское поселение,985,0,985
21531,2016,6360300000,Саратовская область,Аркадакский муниципальный район,22942,12088,10854
21532,2016,6360310100,Саратовская область,Городское поселение город Аркадак,12088,12088,0
21533,2016,636031010011000,Саратовская область,г. Аркадак,12088,12088,0
21534,2016,6360341500,Саратовская область,Большежуравское сельское поселение,1308,0,1308
21535,2016,6360343500,Саратовская область,Краснознаменское сельское поселение,1961,0,1961
21536,2016,6360344000,Саратовская область,Львовское сельское поселение,1415,0,1415
21537,2016,6360346500,Саратовская область,Малиновское сельское поселение,1866,0,1866
21538,2016,6360347000,Саратовская область,Росташовское сельское поселение,2339,0,2339
21539,2016,6360347500,Саратовская область,Семеновское сельское поселение,1965,0,1965
21540,2016,6360400000,Саратовская область,Аткарский муниципальный район,40760,25515,15245
21541,2016,6360410100,Саратовская область,Городское поселение город Аткарск,25515,25515,0
21542,2016,636041010011000,Саратовская область,г. Аткарск,25515,25515,0
21543,2016,6360440500,Саратовская область,Барановское сельское поселение,994,0,994
21544,2016,6360441500,Саратовская область,Большеекатериновское сельское поселение,806,0,806
21545,2016,6360442300,Саратовская область,Даниловское сельское поселение,1438,0,1438
21546,2016,6360442900,Саратовская область,Ершовское сельское поселение,1262,0,1262
21547,2016,6360443800,Саратовская область,Тургеневское сельское поселение,1071,0,1071
21548,2016,6360444800,Саратовская область,Кочетовское сельское поселение,2580,0,2580
21549,2016,6360445300,Саратовская область,Лопуховское сельское поселение,2418,0,2418
21550,2016,6360447200,Саратовская область,Озерное сельское поселение,2221,0,2221
21551,2016,6360447700,Саратовская область,Песчанское сельское поселение,554,0,554
21552,2016,6360448100,Саратовская область,Петровское сельское поселение,841,0,841
21553,2016,6360449600,Саратовская область,Языковское сельское поселение,1060,0,1060
21554,2016,6360600000,Саратовская область,Базарно-Карабулакский муниципальный район,29188,11668,17520
21555,2016,6360615100,Саратовская область,Базарно-Карабулакское городское поселение,9722,9722,0
21556,2016,636061510511000,Саратовская область,пгт. Базарный Карабулак,9722,9722,0
21557,2016,6360615600,Саратовская область,Свободинское городское поселение,2787,1946,841
21558,2016,636061560511000,Саратовская область,пгт. Свободный,1946,1946,0
21559,2016,6360640500,Саратовская область,Алексеевское сельское поселение,2622,0,2622
21560,2016,6360642000,Саратовская область,Большечечуйское сельское поселение,822,0,822
21561,2016,6360642500,Саратовская область,Вязовское сельское поселение,812,0,812
21562,2016,6360644500,Саратовская область,Липовское сельское поселение,1322,0,1322
21563,2016,6360645000,Саратовская область,Максимовское сельское поселение,1923,0,1923
21564,2016,6360646500,Саратовская область,Старобурасское сельское поселение,1017,0,1017
21565,2016,6360647000,Саратовская область,Старожуковское сельское поселение,1393,0,1393
21566,2016,6360648500,Саратовская область,Тепляковское сельское поселение,937,0,937
21567,2016,6360648800,Саратовская область,Хватовское сельское поселение,2962,0,2962
21568,2016,6360649000,Саратовская область,Шняевское сельское поселение,791,0,791
21569,2016,6360649500,Саратовская область,Яковлевское сельское поселение,2078,0,2078
21570,2016,6360700000,Саратовская область,Балаковский муниципальный район,212879,192359,20520
21571,2016,6360710100,Саратовская область,Городское поселение город Балаково,192359,192359,0
21572,2016,636071010011002,Саратовская область,г. Балаково,192359,192359,0
21573,2016,6360741500,Саратовская область,Быково-Отрогское сельское поселение,13490,0,13490
21574,2016,6360746000,Саратовская область,Натальинское сельское поселение,7030,0,7030
21575,2016,6360800000,Саратовская область,Балашовский муниципальный район,108303,81758,26545
21576,2016,6360810100,Саратовская область,Городское поселение город Балашов,78218,78218,0
21577,2016,636081010011000,Саратовская область,г. Балашов,78218,78218,0
21578,2016,6360815400,Саратовская область,Пинеровское городское поселение,4135,3540,595
21579,2016,636081540511000,Саратовская область,пгт. Пинеровка,3540,3540,0
21580,2016,6360840800,Саратовская область,Барковское сельское поселение,1219,0,1219
21581,2016,6360841200,Саратовская область,Большемеликское сельское поселение,2515,0,2515
21582,2016,6360843200,Саратовская область,Лесновское сельское поселение,975,0,975
21583,2016,6360844000,Саратовская область,Малосеменовское сельское поселение,1146,0,1146
21584,2016,6360844400,Саратовская область,Новопокровское сельское поселение,1402,0,1402
21585,2016,6360844800,Саратовская область,Октябрьское сельское поселение,1962,0,1962
21586,2016,6360845600,Саратовская область,Первомайское сельское поселение,1413,0,1413
21587,2016,6360846000,Саратовская область,Репинское сельское поселение,3609,0,3609
21588,2016,6360846200,Саратовская область,Родничковское сельское поселение,1874,0,1874
21589,2016,6360846600,Саратовская область,Соцземледельское сельское поселение,1271,0,1271
21590,2016,6360847000,Саратовская область,Старохоперское сельское поселение,1006,0,1006
21591,2016,6360847800,Саратовская область,Терновское сельское поселение,2348,0,2348
21592,2016,6360848200,Саратовская область,Тростянское сельское поселение,2516,0,2516
21593,2016,6360848600,Саратовская область,Хоперское сельское поселение,2694,0,2694
21594,2016,6360900000,Саратовская область,Балтайский муниципальный район,11413,0,11413
21595,2016,6360941000,Саратовская область,Балтайское сельское поселение,5545,0,5545
21596,2016,6360942000,Саратовская область,Барнуковское сельское поселение,1393,0,1393
21597,2016,6360943000,Саратовская область,Большеозерское сельское поселение,2054,0,2054
21598,2016,6360949000,Саратовская область,Царевщинское сельское поселение,2421,0,2421
21599,2016,6361100000,Саратовская область,Вольский муниципальный район,90318,70802,19516
21600,2016,6361110100,Саратовская область,Городское поселение город Вольск,64315,64315,0
21601,2016,636111010011000,Саратовская область,г. Вольск,64315,64315,0
21602,2016,6361115400,Саратовская область,Сенное городское поселение,7174,6487,687
21603,2016,636111540511000,Саратовская область,пгт. Сенной,6487,6487,0
21604,2016,6361140500,Саратовская область,Барановское сельское поселение,1124,0,1124
21605,2016,6361141000,Саратовская область,Белогорновское сельское поселение,981,0,981
21606,2016,6361141500,Саратовская область,Кряжимское сельское поселение,811,0,811
21607,2016,6361142000,Саратовская область,Верхнечернавское сельское поселение,1050,0,1050
21608,2016,6361143500,Саратовская область,Колоярское сельское поселение,1079,0,1079
21609,2016,6361144500,Саратовская область,Куриловское сельское поселение,1472,0,1472
21610,2016,6361145000,Саратовская область,Нижнечернавское сельское поселение,1013,0,1013
21611,2016,6361146000,Саратовская область,Покровское сельское поселение,614,0,614
21612,2016,6361147000,Саратовская область,Междуреченское сельское поселение,1007,0,1007
21613,2016,6361147400,Саратовская область,Талалихинское сельское поселение,580,0,580
21614,2016,6361147500,Саратовская область,Терсинское сельское поселение,3385,0,3385
21615,2016,6361148000,Саратовская область,Широкобуеракское сельское поселение,1866,0,1866
21616,2016,6361147800,Саратовская область,Черкасское сельское поселение,3847,0,3847
21617,2016,6361200000,Саратовская область,Воскресенский муниципальный район,12135,0,12135
21618,2016,6361240800,Саратовская область,Воскресенское сельское поселение,4647,0,4647
21619,2016,6361241200,Саратовская область,Елшанское сельское поселение,5021,0,5021
21620,2016,6361243500,Саратовская область,Синодское сельское поселение,2467,0,2467
21621,2016,6361300000,Саратовская область,Дергачевский муниципальный район,19031,7951,11080
21622,2016,6361315100,Саратовская область,Дергачевское городское поселение,8244,7951,293
21623,2016,636131510511000,Саратовская область,пгт. Дергачи,7951,7951,0
21624,2016,6361341500,Саратовская область,Верхазовское сельское поселение,701,0,701
21625,2016,6361342000,Саратовская область,Восточное сельское поселение,342,0,342
21626,2016,6361342500,Саратовская область,Демьясское сельское поселение,1598,0,1598
21627,2016,6361343000,Саратовская область,Зерновское сельское поселение,568,0,568
21628,2016,6361343500,Саратовская область,Камышевское сельское поселение,1096,0,1096
21629,2016,6361344000,Саратовская область,Октябрьское сельское поселение,893,0,887
21630,2016,6361344500,Саратовская область,Мирное сельское поселение,694,0,694
21631,2016,6361345000,Саратовская область,Жадовское сельское поселение,279,0,279
21632,2016,6361346000,Саратовская область,Орошаемое сельское поселение,1552,0,1552
21633,2016,6361347000,Саратовская область,Петропавловское сельское поселение,1084,0,1084
21634,2016,6361347300,Саратовская область,Сафаровское сельское поселение,641,0,641
21635,2016,6361347500,Саратовская область,Советское сельское поселение,1339,0,1339
21636,2016,6361400000,Саратовская область,Духовницкий муниципальный район,12013,5111,6902
21637,2016,6361415100,Саратовская область,Духовницкое городское поселение,5111,5111,0
21638,2016,636141510511000,Саратовская область,пгт. Духовницкое,5111,5111,0
21639,2016,6361440500,Саратовская область,Березово-Лукское сельское поселение,1542,0,1542
21640,2016,6361441500,Саратовская область,Брыковское сельское поселение,1230,0,1230
21641,2016,6361442000,Саратовская область,Горяиновское сельское поселение,749,0,749
21642,2016,6361442500,Саратовская область,Дмитриевское сельское поселение,1471,0,1471
21643,2016,6361443500,Саратовская область,Липовское сельское поселение,703,0,703
21644,2016,6361444200,Саратовская область,Новозахаркинское сельское поселение,1207,0,1207
21645,2016,6361600000,Саратовская область,Екатериновский муниципальный район,18830,5995,12835
21646,2016,6361615100,Саратовская область,Екатериновское городское поселение,5995,5995,0
21647,2016,636161510511000,Саратовская область,пгт. Екатериновка,5995,5995,0
21648,2016,6361640400,Саратовская область,Альшанское сельское поселение,777,0,777
21649,2016,6361640800,Саратовская область,Андреевское сельское поселение,928,0,928
21650,2016,6361641200,Саратовская область,Бакурское сельское поселение,2423,0,2423
21651,2016,6361642800,Саратовская область,Галаховское сельское поселение,1292,0,1292
21652,2016,6361643600,Саратовская область,Индустриальное сельское поселение,1429,0,1429
21653,2016,6361644000,Саратовская область,Кипецкое сельское поселение,1205,0,1205
21654,2016,6361644400,Саратовская область,Коленовское сельское поселение,860,0,860
21655,2016,6361645200,Саратовская область,Крутоярское сельское поселение,635,0,635
21656,2016,6361646000,Саратовская область,Новоселовское сельское поселение,991,0,991
21657,2016,6361646200,Саратовская область,Прудовое сельское поселение,919,0,919
21658,2016,6361646400,Саратовская область,Сластухинское сельское поселение,1376,0,1376
21659,2016,6361700000,Саратовская область,Ершовский муниципальный район,37905,20290,17615
21660,2016,6361710100,Саратовская область,Городское поселение город Ершов,22159,20290,1869
21661,2016,636171010011000,Саратовская область,г. Ершов,20290,20290,0
21662,2016,6361740400,Саратовская область,Антоновское сельское поселение,1123,0,1123
21663,2016,6361741600,Саратовская область,Декабристское сельское поселение,1293,0,1293
21664,2016,6361743200,Саратовская область,Кушумское сельское поселение,1189,0,1189
21665,2016,6361744000,Саратовская область,Марьевское сельское поселение,872,0,872
21666,2016,6361744400,Саратовская область,Миусское сельское поселение,1391,0,1391
21667,2016,6361744800,Саратовская область,Моховское сельское поселение,665,0,665
21668,2016,6361745200,Саратовская область,Новокраснянское сельское поселение,1783,0,1783
21669,2016,6361745600,Саратовская область,Новорепинское сельское поселение,996,0,996
21670,2016,6361745700,Саратовская область,Новосельское сельское поселение,1333,0,1333
21671,2016,6361746000,Саратовская область,Орлово-Гайское сельское поселение,1493,0,1493
21672,2016,6361746700,Саратовская область,Перекопновское сельское поселение,1997,0,1997
21673,2016,6361746800,Саратовская область,Рефлекторское сельское поселение,749,0,749
21674,2016,6361747800,Саратовская область,Чапаевское сельское поселение,862,0,862
21675,2016,6361900000,Саратовская область,Ивантеевский муниципальный район,13975,0,13975
21676,2016,6361941000,Саратовская область,Бартеневское сельское поселение,1195,0,1195
21677,2016,6361941500,Саратовская область,Знаменское сельское поселение,1612,0,1612
21678,2016,6361942000,Саратовская область,Ивановское сельское поселение,886,0,886
21679,2016,6361942200,Саратовская область,Ивантеевское сельское поселение,5742,0,5742
21680,2016,6361943000,Саратовская область,Канаевское сельское поселение,1413,0,1413
21681,2016,6361944000,Саратовская область,Николаевское сельское поселение,577,0,577
21682,2016,6361944500,Саратовская область,Раевское сельское поселение,1054,0,1054
21683,2016,6361945000,Саратовская область,Чернавское сельское поселение,756,0,756
21684,2016,6361945500,Саратовская область,Яблоново-Гайское сельское поселение,740,0,740
21685,2016,6362100000,Саратовская область,Калининский муниципальный район,31271,15869,15402
21686,2016,6362110100,Саратовская область,Городское поселение город Калининск,15869,15869,0
21687,2016,636211010011000,Саратовская область,г. Калининск,15869,15869,0
21688,2016,6362140800,Саратовская область,Ахтубинское сельское поселение,2016,0,2016
21689,2016,6362142000,Саратовская область,Казачкинское сельское поселение,2099,0,2099
21690,2016,6362142400,Саратовская область,Колокольцовское сельское поселение,1023,0,1023
21691,2016,6362142800,Саратовская область,Малоекатериновское сельское поселение,1321,0,1321
21692,2016,6362144300,Саратовская область,Озерское сельское поселение,1669,0,1669
21693,2016,6362145100,Саратовская область,Свердловское сельское поселение,1162,0,1162
21694,2016,6362145500,Саратовская область,Сергиевское сельское поселение,1455,0,1455
21695,2016,6362145900,Саратовская область,Симоновское сельское поселение,2512,0,2512
21696,2016,6362147200,Саратовская область,Таловское сельское поселение,1150,0,1150
21697,2016,6362147900,Саратовская область,Широкоуступское сельское поселение,995,0,995
21698,2016,6362200000,Саратовская область,Красноармейский муниципальный район,46704,26228,20476
21699,2016,6362210100,Саратовская область,Городское поселение город Красноармейск,25391,23468,1923
21700,2016,636221010011000,Саратовская область,г. Красноармейск,23468,23468,0
21701,2016,6362215400,Саратовская область,Каменское городское поселение,3439,2760,679
21702,2016,636221540511000,Саратовская область,пгт. Каменский,2760,2760,0
21703,2016,6362240500,Саратовская область,Высоковское сельское поселение,1363,0,1363
21704,2016,6362241000,Саратовская область,Гвардейское сельское поселение,1251,0,1251
21705,2016,6362242000,Саратовская область,Золотовское сельское поселение,2520,0,2520
21706,2016,6362242500,Саратовская область,Карамышское сельское поселение,2809,0,2809
21707,2016,6362243500,Саратовская область,Луганское сельское поселение,4427,0,4427
21708,2016,6362245500,Саратовская область,Нижнебанновское сельское поселение,493,0,493
21709,2016,6362246500,Саратовская область,Рогаткинское сельское поселение,1039,0,1039
21710,2016,6362247000,Саратовская область,Россошанское сельское поселение,1344,0,1344
21711,2016,6362248600,Саратовская область,Сплавнухинское сельское поселение,2628,0,2628
21712,2016,6362300000,Саратовская область,Краснокутский муниципальный район,34242,14773,19469
21713,2016,6362310100,Саратовская область,Городское поселение город Красный Кут,18056,14773,3283
21714,2016,636231010011000,Саратовская область,г. Красный Кут,14773,14773,0
21715,2016,6362341000,Саратовская область,Дьяковское сельское поселение,1232,0,1232
21716,2016,6362342000,Саратовская область,Ждановское сельское поселение,1245,0,1245
21717,2016,6362342500,Саратовская область,Журавлевское сельское поселение,1290,0,1290
21718,2016,6362343500,Саратовская область,Комсомольское сельское поселение,1018,0,1018
21719,2016,6362344000,Саратовская область,Интернациональное сельское поселение,1560,0,1560
21720,2016,6362344100,Саратовская область,Лавровское сельское поселение,1189,0,1189
21721,2016,6362344300,Саратовская область,Лебедевское сельское поселение,1488,0,1488
21722,2016,6362344500,Саратовская область,Логиновское сельское поселение,1927,0,1927
21723,2016,6362345000,Саратовская область,Первомайское сельское поселение,2053,0,2053
21724,2016,6362345500,Саратовская область,Чкаловское сельское поселение,1541,0,1541
21725,2016,6362345700,Саратовская область,Усатовское сельское поселение,1643,0,1643
21726,2016,6362400000,Саратовская область,Краснопартизанский муниципальный район,11312,4968,6344
21727,2016,6362415100,Саратовская область,Горновское городское поселение,7904,4968,2936
21728,2016,636241510511000,Саратовская область,пгт. Горный,4968,4968,0
21729,2016,6362444000,Саратовская область,Рукопольское сельское поселение,3408,0,3408
21730,2016,6362500000,Саратовская область,Лысогорский муниципальный район,19584,7284,12300
21731,2016,6362515100,Саратовская область,Лысогорское городское поселение,7284,7284,0
21732,2016,636251510511000,Саратовская область,пгт. Лысые Горы,7284,7284,0
21733,2016,6362540500,Саратовская область,Большедмитриевское сельское поселение,1237,0,1237
21734,2016,6362541000,Саратовская область,Большекопенское сельское поселение,1303,0,1303
21735,2016,6362541500,Саратовская область,Большерельненское сельское поселение,1237,0,1237
21736,2016,6362542000,Саратовская область,Бутырское сельское поселение,1359,0,1359
21737,2016,6362542800,Саратовская область,Гремячинское сельское поселение,1310,0,1310
21738,2016,6362544000,Саратовская область,Новокрасавское сельское поселение,1246,0,1246
21739,2016,6362544500,Саратовская область,Раздольновское сельское поселение,1045,0,1045
21740,2016,6362545500,Саратовская область,Ширококарамышское сельское поселение,2443,0,2443
21741,2016,6362546000,Саратовская область,Октябрьское сельское поселение,1120,0,1120
21742,2016,6362600000,Саратовская область,Марксовский муниципальный район,63871,31864,32007
21743,2016,6362610100,Саратовская область,Городское поселение город Маркс,31864,31864,0
21744,2016,636261010011000,Саратовская область,г. Маркс,31864,31864,0
21745,2016,6362643000,Саратовская область,Зоркинское сельское поселение,5290,0,5290
21746,2016,6362644000,Саратовская область,Кировское сельское поселение,4082,0,4082
21747,2016,6362644500,Саратовская область,Липовское сельское поселение,3249,0,3249
21748,2016,6362645300,Саратовская область,Осиновское сельское поселение,4313,0,4313
21749,2016,6362645800,Саратовская область,Подлесновское сельское поселение,8078,0,8078
21750,2016,6362646500,Саратовская область,Приволжское сельское поселение,6995,0,6995
21751,2016,6362900000,Саратовская область,Новобурасский муниципальный район,16159,5939,10220
21752,2016,6362915100,Саратовская область,Новобурасское городское поселение,7547,5939,1608
21753,2016,636291510511000,Саратовская область,пгт. Новые Бурасы,5939,5939,0
